OS                           : Linux-4.18.0-425.3.1.el8.x86_64-x86_64-with-glibc2.28
Python Version               : 3.9.12
CuPy Version                 : 10.6.0
CuPy Platform                : NVIDIA CUDA
NumPy Version                : 1.21.5
SciPy Version                : 1.7.3
Cython Build Version         : 0.29.24
Cython Runtime Version       : None
CUDA Root                    : /usr/local/cuda
nvcc PATH                    : /usr/local/cuda/bin/nvcc
CUDA Build Version           : 11020
CUDA Driver Version          : 11080
CUDA Runtime Version         : 11040
cuBLAS Version               : (available)
cuFFT Version                : 10502
cuRAND Version               : 10205
cuSOLVER Version             : (11, 2, 0)
cuSPARSE Version             : (available)
NVRTC Version                : (11, 4)
Thrust Version               : 101000
CUB Build Version            : 101000
Jitify Build Version         : 4a37de0
cuDNN Build Version          : (not loaded; try `import cupy.cuda.cudnn` first)
cuDNN Version                : (not loaded; try `import cupy.cuda.cudnn` first)
NCCL Build Version           : None
NCCL Runtime Version         : None
cuTENSOR Version             : None
cuSPARSELt Build Version     : None
Device 0 Name                : NVIDIA A100 80GB PCIe
Device 0 Compute Capability  : 80
Device 0 PCI Bus ID          : 0000:E3:00.0
None
Sizes of ptrain and pdot:
[(40000, 46, 46), (40000, 46, 46)]
len(theta) = 4477456
len(jac) = 84640000
 
LSMR            Least-squares solution of  Ax = b

The matrix A has 169280000 rows and 4477456 columns
damp = 0.00000000000000e+00

atol = 1.00e-08                 conlim = 1.00e+08

btol = 1.00e-08             maxiter =   100000

 
   itn      x(1)       norm r    norm Ar  compatible   LS      norm A   cond A
  4180  1.20171e-01  2.813e-01  1.834e-02   1.3e-04  4.0e-06  1.6e+04  7.7e+01
  4190  1.19727e-01  2.806e-01  1.831e-02   1.3e-04  4.0e-06  1.6e+04  9.7e+01
  4200  1.19246e-01  2.798e-01  1.827e-02   1.3e-04  4.0e-06  1.6e+04  1.0e+02
  4210  1.18738e-01  2.790e-01  1.823e-02   1.3e-04  4.0e-06  1.7e+04  7.7e+01
  4220  1.18264e-01  2.783e-01  1.820e-02   1.3e-04  4.0e-06  1.7e+04  8.6e+01
  4230  1.17751e-01  2.775e-01  1.816e-02   1.3e-04  4.0e-06  1.7e+04  1.0e+02
  4240  1.17228e-01  2.767e-01  1.812e-02   1.3e-04  4.0e-06  1.7e+04  7.9e+01
  4250  1.16687e-01  2.758e-01  1.808e-02   1.3e-04  4.0e-06  1.7e+04  8.1e+01
  4260  1.16140e-01  2.750e-01  1.804e-02   1.3e-04  4.0e-06  1.7e+04  6.8e+01
  4270  1.15592e-01  2.741e-01  1.800e-02   1.3e-04  4.0e-06  1.7e+04  8.1e+01
  4280  1.15026e-01  2.732e-01  1.796e-02   1.3e-04  3.9e-06  1.7e+04  7.9e+01
  4290  1.14408e-01  2.723e-01  1.791e-02   1.3e-04  3.9e-06  1.7e+04  6.5e+01
  4300  1.13831e-01  2.714e-01  1.787e-02   1.3e-04  3.9e-06  1.7e+04  7.7e+01
  4310  1.13227e-01  2.704e-01  1.783e-02   1.3e-04  3.9e-06  1.7e+04  1.0e+02
 
   itn      x(1)       norm r    norm Ar  compatible   LS      norm A   cond A
  4320  1.12563e-01  2.694e-01  1.778e-02   1.3e-04  3.9e-06  1.7e+04  7.3e+01
  4330  1.11925e-01  2.684e-01  1.773e-02   1.3e-04  3.9e-06  1.7e+04  6.4e+01
  4340  1.11279e-01  2.674e-01  1.769e-02   1.3e-04  3.9e-06  1.7e+04  7.6e+01
  4350  1.10623e-01  2.664e-01  1.764e-02   1.3e-04  3.9e-06  1.7e+04  9.0e+01
  4360  1.09917e-01  2.653e-01  1.759e-02   1.3e-04  3.9e-06  1.7e+04  6.5e+01
  4370  1.09210e-01  2.642e-01  1.754e-02   1.3e-04  3.9e-06  1.7e+04  5.3e+01
  4380  1.08513e-01  2.631e-01  1.749e-02   1.3e-04  3.9e-06  1.7e+04  7.7e+01
  4390  1.07746e-01  2.620e-01  1.743e-02   1.3e-04  3.9e-06  1.7e+04  6.3e+01
  4400  1.07015e-01  2.608e-01  1.738e-02   1.2e-04  3.9e-06  1.7e+04  5.4e+01
  4410  1.06284e-01  2.597e-01  1.733e-02   1.2e-04  3.9e-06  1.7e+04  7.5e+01
  4420  1.05498e-01  2.585e-01  1.727e-02   1.2e-04  4.0e-06  1.7e+04  7.0e+01
  4430  1.04700e-01  2.573e-01  1.721e-02   1.2e-04  4.0e-06  1.7e+04  5.2e+01
  4440  1.03942e-01  2.561e-01  1.716e-02   1.2e-04  4.0e-06  1.7e+04  6.8e+01
  4450  1.03138e-01  2.549e-01  1.710e-02   1.2e-04  4.0e-06  1.7e+04  8.0e+01
  4460  1.02258e-01  2.536e-01  1.703e-02   1.2e-04  4.0e-06  1.7e+04  5.8e+01
  4470  1.01399e-01  2.523e-01  1.697e-02   1.2e-04  4.0e-06  1.7e+04  4.2e+01
  4480  1.00604e-01  2.511e-01  1.692e-02   1.2e-04  4.0e-06  1.7e+04  6.7e+01
  4490  9.97140e-02  2.497e-01  1.685e-02   1.2e-04  4.0e-06  1.7e+04  6.8e+01
  4500  9.88393e-02  2.484e-01  1.679e-02   1.2e-04  4.0e-06  1.7e+04  5.9e+01
  4510  9.79600e-02  2.471e-01  1.672e-02   1.2e-04  4.0e-06  1.7e+04  5.3e+01
 
   itn      x(1)       norm r    norm Ar  compatible   LS      norm A   cond A
  4520  9.70887e-02  2.458e-01  1.666e-02   1.2e-04  4.0e-06  1.7e+04  6.5e+01
  4530  9.61454e-02  2.444e-01  1.659e-02   1.2e-04  4.0e-06  1.7e+04  6.8e+01
  4540  9.52121e-02  2.430e-01  1.652e-02   1.2e-04  4.0e-06  1.7e+04  7.0e+01
  4550  9.42739e-02  2.416e-01  1.645e-02   1.2e-04  4.0e-06  1.7e+04  5.8e+01
  4560  9.33287e-02  2.402e-01  1.639e-02   1.1e-04  4.0e-06  1.7e+04  6.2e+01
  4570  9.23812e-02  2.387e-01  1.632e-02   1.1e-04  4.0e-06  1.7e+04  8.1e+01
  4580  9.14188e-02  2.373e-01  1.625e-02   1.1e-04  4.0e-06  1.7e+04  6.3e+01
  4590  9.04279e-02  2.359e-01  1.617e-02   1.1e-04  4.0e-06  1.7e+04  4.2e+01
  4600  8.94348e-02  2.344e-01  1.610e-02   1.1e-04  4.0e-06  1.7e+04  6.0e+01
  4610  8.84576e-02  2.330e-01  1.603e-02   1.1e-04  4.0e-06  1.7e+04  6.1e+01
  4620  8.73965e-02  2.314e-01  1.595e-02   1.1e-04  4.0e-06  1.7e+04  4.5e+01
  4630  8.63785e-02  2.299e-01  1.587e-02   1.1e-04  4.0e-06  1.7e+04  4.8e+01
  4640  8.54180e-02  2.285e-01  1.580e-02   1.1e-04  4.0e-06  1.7e+04  6.1e+01
  4650  8.43479e-02  2.269e-01  1.572e-02   1.1e-04  4.0e-06  1.7e+04  6.7e+01
  4660  8.32854e-02  2.254e-01  1.564e-02   1.1e-04  4.0e-06  1.7e+04  5.3e+01
  4670  8.22427e-02  2.239e-01  1.556e-02   1.1e-04  4.0e-06  1.7e+04  4.9e+01
  4680  8.11622e-02  2.223e-01  1.548e-02   1.1e-04  4.0e-06  1.7e+04  5.1e+01
  4690  8.01021e-02  2.208e-01  1.540e-02   1.1e-04  4.0e-06  1.7e+04  5.7e+01
  4700  7.90437e-02  2.193e-01  1.532e-02   1.0e-04  4.0e-06  1.7e+04  4.5e+01
  4710  7.80201e-02  2.178e-01  1.524e-02   1.0e-04  4.0e-06  1.7e+04  4.9e+01
 
   itn      x(1)       norm r    norm Ar  compatible   LS      norm A   cond A
  4720  7.69705e-02  2.163e-01  1.516e-02   1.0e-04  4.0e-06  1.7e+04  5.4e+01
  4730  7.59040e-02  2.148e-01  1.508e-02   1.0e-04  4.0e-06  1.7e+04  5.1e+01
  4740  7.48071e-02  2.133e-01  1.500e-02   1.0e-04  4.0e-06  1.8e+04  4.3e+01
  4750  7.37904e-02  2.118e-01  1.492e-02   1.0e-04  4.0e-06  1.8e+04  5.4e+01
  4760  7.26650e-02  2.102e-01  1.483e-02   1.0e-04  4.0e-06  1.8e+04  6.3e+01
  4770  7.15680e-02  2.087e-01  1.475e-02   1.0e-04  4.0e-06  1.8e+04  5.2e+01
  4780  7.04276e-02  2.071e-01  1.466e-02   9.9e-05  4.0e-06  1.8e+04  4.1e+01
  4790  6.94106e-02  2.057e-01  1.458e-02   9.8e-05  4.0e-06  1.8e+04  5.6e+01
  4800  6.83266e-02  2.042e-01  1.449e-02   9.7e-05  4.0e-06  1.8e+04  5.6e+01
  4810  6.72220e-02  2.027e-01  1.441e-02   9.7e-05  4.0e-06  1.8e+04  4.4e+01
  4820  6.61450e-02  2.012e-01  1.432e-02   9.6e-05  4.0e-06  1.8e+04  3.9e+01
  4830  6.51191e-02  1.998e-01  1.424e-02   9.5e-05  4.0e-06  1.8e+04  4.7e+01
  4840  6.40715e-02  1.983e-01  1.415e-02   9.5e-05  4.0e-06  1.8e+04  4.9e+01
  4850  6.29796e-02  1.969e-01  1.407e-02   9.4e-05  4.0e-06  1.8e+04  4.9e+01
  4860  6.19334e-02  1.955e-01  1.398e-02   9.3e-05  4.0e-06  1.8e+04  4.9e+01
  4870  6.08417e-02  1.940e-01  1.389e-02   9.3e-05  4.0e-06  1.8e+04  6.0e+01
  4880  5.97674e-02  1.925e-01  1.381e-02   9.2e-05  4.0e-06  1.8e+04  4.9e+01
  4890  5.86765e-02  1.911e-01  1.372e-02   9.1e-05  4.0e-06  1.8e+04  3.8e+01
  4900  5.76746e-02  1.898e-01  1.364e-02   9.1e-05  4.0e-06  1.8e+04  3.9e+01
  4910  5.66675e-02  1.884e-01  1.355e-02   9.0e-05  4.0e-06  1.8e+04  4.8e+01
 
   itn      x(1)       norm r    norm Ar  compatible   LS      norm A   cond A
  4920  5.56707e-02  1.871e-01  1.347e-02   8.9e-05  4.0e-06  1.8e+04  5.7e+01
  4930  5.45280e-02  1.856e-01  1.337e-02   8.9e-05  4.0e-06  1.8e+04  4.9e+01
  4940  5.35150e-02  1.843e-01  1.329e-02   8.8e-05  4.0e-06  1.8e+04  3.8e+01
  4950  5.25651e-02  1.831e-01  1.321e-02   8.7e-05  4.0e-06  1.8e+04  4.9e+01
  4960  5.15151e-02  1.817e-01  1.312e-02   8.7e-05  4.0e-06  1.8e+04  5.0e+01
  4970  5.05127e-02  1.804e-01  1.304e-02   8.6e-05  4.0e-06  1.8e+04  4.4e+01
  4980  4.95752e-02  1.792e-01  1.296e-02   8.6e-05  4.0e-06  1.8e+04  5.3e+01
  4990  4.86360e-02  1.780e-01  1.288e-02   8.5e-05  4.0e-06  1.8e+04  6.1e+01
  5000  4.76411e-02  1.768e-01  1.279e-02   8.4e-05  4.0e-06  1.8e+04  4.6e+01
  5010  4.67030e-02  1.756e-01  1.271e-02   8.4e-05  4.0e-06  1.8e+04  4.3e+01
  5020  4.57884e-02  1.744e-01  1.263e-02   8.3e-05  4.0e-06  1.8e+04  5.6e+01
  5030  4.48324e-02  1.732e-01  1.255e-02   8.3e-05  4.0e-06  1.8e+04  5.6e+01
  5040  4.38950e-02  1.721e-01  1.246e-02   8.2e-05  4.0e-06  1.8e+04  4.4e+01
  5050  4.30464e-02  1.710e-01  1.239e-02   8.2e-05  4.0e-06  1.8e+04  5.4e+01
  5060  4.21126e-02  1.699e-01  1.231e-02   8.1e-05  4.0e-06  1.8e+04  5.0e+01
  5070  4.11825e-02  1.687e-01  1.222e-02   8.1e-05  4.0e-06  1.8e+04  3.5e+01
  5080  4.03322e-02  1.677e-01  1.215e-02   8.0e-05  4.0e-06  1.8e+04  4.5e+01
  5090  3.94594e-02  1.667e-01  1.207e-02   8.0e-05  4.0e-06  1.8e+04  4.8e+01
  5100  3.85949e-02  1.656e-01  1.199e-02   7.9e-05  4.0e-06  1.8e+04  5.4e+01
  5110  3.77806e-02  1.646e-01  1.192e-02   7.9e-05  4.0e-06  1.8e+04  4.2e+01
 
   itn      x(1)       norm r    norm Ar  compatible   LS      norm A   cond A
  5120  3.69064e-02  1.636e-01  1.184e-02   7.8e-05  4.0e-06  1.8e+04  4.5e+01
  5130  3.61386e-02  1.627e-01  1.177e-02   7.8e-05  4.0e-06  1.8e+04  5.3e+01
  5140  3.53462e-02  1.618e-01  1.170e-02   7.7e-05  4.0e-06  1.8e+04  5.1e+01
  5150  3.45397e-02  1.608e-01  1.162e-02   7.7e-05  4.0e-06  1.8e+04  3.6e+01
  5160  3.37874e-02  1.600e-01  1.155e-02   7.6e-05  4.0e-06  1.8e+04  5.8e+01
  5170  3.30334e-02  1.591e-01  1.148e-02   7.6e-05  3.9e-06  1.8e+04  5.4e+01
  5180  3.22413e-02  1.582e-01  1.141e-02   7.6e-05  3.9e-06  1.8e+04  3.3e+01
  5190  3.15568e-02  1.574e-01  1.135e-02   7.5e-05  3.9e-06  1.8e+04  4.8e+01
  5200  3.08546e-02  1.566e-01  1.128e-02   7.5e-05  3.9e-06  1.8e+04  6.8e+01
  5210  3.00655e-02  1.557e-01  1.120e-02   7.4e-05  3.9e-06  1.8e+04  4.5e+01
  5220  2.93722e-02  1.549e-01  1.114e-02   7.4e-05  3.9e-06  1.8e+04  4.0e+01
  5230  2.87307e-02  1.542e-01  1.108e-02   7.4e-05  3.9e-06  1.8e+04  5.5e+01
  5240  2.80488e-02  1.534e-01  1.101e-02   7.3e-05  3.9e-06  1.8e+04  5.3e+01
  5250  2.73488e-02  1.527e-01  1.095e-02   7.3e-05  3.9e-06  1.8e+04  4.6e+01
  5260  2.67273e-02  1.520e-01  1.089e-02   7.3e-05  3.9e-06  1.8e+04  5.8e+01
  5270  2.60725e-02  1.513e-01  1.082e-02   7.2e-05  3.9e-06  1.8e+04  5.2e+01
  5280  2.54276e-02  1.506e-01  1.076e-02   7.2e-05  3.9e-06  1.8e+04  4.9e+01
  5290  2.48275e-02  1.499e-01  1.070e-02   7.2e-05  3.9e-06  1.9e+04  4.9e+01
  5300  2.41959e-02  1.492e-01  1.064e-02   7.1e-05  3.9e-06  1.9e+04  6.1e+01
  5310  2.36185e-02  1.486e-01  1.058e-02   7.1e-05  3.8e-06  1.9e+04  5.1e+01
 
   itn      x(1)       norm r    norm Ar  compatible   LS      norm A   cond A
  5320  2.30385e-02  1.480e-01  1.053e-02   7.1e-05  3.8e-06  1.9e+04  4.8e+01
  5330  2.24690e-02  1.474e-01  1.047e-02   7.0e-05  3.8e-06  1.9e+04  5.1e+01
  5340  2.19237e-02  1.468e-01  1.042e-02   7.0e-05  3.8e-06  1.9e+04  5.6e+01
  5350  2.13661e-02  1.462e-01  1.036e-02   7.0e-05  3.8e-06  1.9e+04  4.6e+01
  5360  2.08442e-02  1.457e-01  1.031e-02   7.0e-05  3.8e-06  1.9e+04  5.6e+01
  5370  2.03127e-02  1.451e-01  1.026e-02   6.9e-05  3.8e-06  1.9e+04  5.3e+01
  5380  1.97847e-02  1.446e-01  1.021e-02   6.9e-05  3.8e-06  1.9e+04  4.7e+01
  5390  1.92901e-02  1.441e-01  1.016e-02   6.9e-05  3.8e-06  1.9e+04  5.2e+01
  5400  1.87850e-02  1.435e-01  1.011e-02   6.9e-05  3.8e-06  1.9e+04  5.2e+01
  5410  1.82891e-02  1.430e-01  1.006e-02   6.8e-05  3.8e-06  1.9e+04  5.5e+01
  5420  1.77890e-02  1.425e-01  1.001e-02   6.8e-05  3.7e-06  1.9e+04  4.0e+01
  5430  1.73249e-02  1.420e-01  9.959e-03   6.8e-05  3.7e-06  1.9e+04  6.8e+01
  5440  1.68622e-02  1.416e-01  9.912e-03   6.8e-05  3.7e-06  1.9e+04  6.4e+01
  5450  1.63889e-02  1.411e-01  9.864e-03   6.7e-05  3.7e-06  1.9e+04  5.8e+01
  5460  1.59520e-02  1.407e-01  9.820e-03   6.7e-05  3.7e-06  1.9e+04  5.1e+01
  5470  1.55332e-02  1.402e-01  9.778e-03   6.7e-05  3.7e-06  1.9e+04  6.3e+01
  5480  1.51114e-02  1.398e-01  9.735e-03   6.7e-05  3.7e-06  1.9e+04  6.9e+01
  5490  1.46643e-02  1.394e-01  9.689e-03   6.7e-05  3.7e-06  1.9e+04  5.4e+01
  5500  1.42620e-02  1.390e-01  9.648e-03   6.6e-05  3.7e-06  1.9e+04  5.2e+01
  5510  1.38677e-02  1.386e-01  9.608e-03   6.6e-05  3.7e-06  1.9e+04  5.2e+01
 
   itn      x(1)       norm r    norm Ar  compatible   LS      norm A   cond A
  5520  1.34795e-02  1.382e-01  9.569e-03   6.6e-05  3.7e-06  1.9e+04  6.9e+01
  5530  1.30867e-02  1.378e-01  9.529e-03   6.6e-05  3.7e-06  1.9e+04  6.3e+01
  5540  1.27141e-02  1.374e-01  9.490e-03   6.6e-05  3.6e-06  1.9e+04  5.8e+01
  5550  1.23349e-02  1.371e-01  9.452e-03   6.5e-05  3.6e-06  1.9e+04  5.6e+01
  5560  1.19726e-02  1.367e-01  9.415e-03   6.5e-05  3.6e-06  1.9e+04  7.7e+01
  5570  1.16021e-02  1.364e-01  9.377e-03   6.5e-05  3.6e-06  1.9e+04  7.4e+01
  5580  1.12450e-02  1.360e-01  9.340e-03   6.5e-05  3.6e-06  1.9e+04  5.5e+01
  5590  1.09043e-02  1.357e-01  9.305e-03   6.5e-05  3.6e-06  1.9e+04  7.3e+01
  5600  1.05642e-02  1.353e-01  9.270e-03   6.5e-05  3.6e-06  1.9e+04  7.8e+01
  5610  1.02237e-02  1.350e-01  9.236e-03   6.4e-05  3.6e-06  1.9e+04  6.2e+01
  5620  9.89699e-03  1.347e-01  9.202e-03   6.4e-05  3.6e-06  1.9e+04  5.4e+01
  5630  9.57871e-03  1.344e-01  9.170e-03   6.4e-05  3.6e-06  1.9e+04  7.4e+01
  5640  9.24873e-03  1.341e-01  9.136e-03   6.4e-05  3.6e-06  1.9e+04  6.6e+01
  5650  8.92856e-03  1.338e-01  9.103e-03   6.4e-05  3.6e-06  1.9e+04  5.0e+01
  5660  8.64667e-03  1.335e-01  9.074e-03   6.4e-05  3.6e-06  1.9e+04  7.7e+01
  5670  8.34491e-03  1.332e-01  9.043e-03   6.4e-05  3.5e-06  1.9e+04  7.1e+01
  5680  8.03576e-03  1.329e-01  9.012e-03   6.3e-05  3.5e-06  1.9e+04  5.3e+01
  5690  7.74911e-03  1.326e-01  8.983e-03   6.3e-05  3.5e-06  1.9e+04  6.2e+01
  5700  7.46905e-03  1.324e-01  8.954e-03   6.3e-05  3.5e-06  1.9e+04  7.3e+01
  5710  7.18922e-03  1.321e-01  8.926e-03   6.3e-05  3.5e-06  1.9e+04  7.3e+01
 
   itn      x(1)       norm r    norm Ar  compatible   LS      norm A   cond A
  5720  6.91002e-03  1.318e-01  8.897e-03   6.3e-05  3.5e-06  1.9e+04  7.0e+01
  5730  6.65022e-03  1.316e-01  8.871e-03   6.3e-05  3.5e-06  1.9e+04  8.7e+01
  5740  6.38051e-03  1.313e-01  8.844e-03   6.3e-05  3.5e-06  1.9e+04  8.3e+01
  5750  6.09800e-03  1.311e-01  8.815e-03   6.3e-05  3.5e-06  1.9e+04  7.0e+01
  5760  5.85011e-03  1.308e-01  8.790e-03   6.2e-05  3.5e-06  1.9e+04  8.0e+01
  5770  5.58222e-03  1.306e-01  8.763e-03   6.2e-05  3.5e-06  1.9e+04  7.3e+01
  5780  5.33905e-03  1.303e-01  8.738e-03   6.2e-05  3.5e-06  1.9e+04  9.1e+01
  5790  5.07879e-03  1.301e-01  8.712e-03   6.2e-05  3.5e-06  1.9e+04  6.1e+01
  5800  4.84540e-03  1.299e-01  8.689e-03   6.2e-05  3.5e-06  1.9e+04  7.4e+01
  5810  4.60627e-03  1.297e-01  8.665e-03   6.2e-05  3.4e-06  1.9e+04  8.3e+01
  5820  4.36346e-03  1.294e-01  8.641e-03   6.2e-05  3.4e-06  1.9e+04  8.1e+01
  5830  4.12894e-03  1.292e-01  8.618e-03   6.2e-05  3.4e-06  1.9e+04  7.1e+01
  5840  3.89655e-03  1.290e-01  8.594e-03   6.2e-05  3.4e-06  1.9e+04  7.4e+01
  5850  3.66388e-03  1.288e-01  8.571e-03   6.1e-05  3.4e-06  1.9e+04  8.3e+01
  5860  3.43762e-03  1.285e-01  8.549e-03   6.1e-05  3.4e-06  1.9e+04  7.0e+01
  5870  3.21846e-03  1.283e-01  8.528e-03   6.1e-05  3.4e-06  1.9e+04  6.3e+01
  5880  2.99622e-03  1.281e-01  8.506e-03   6.1e-05  3.4e-06  2.0e+04  7.0e+01
  5890  2.77934e-03  1.279e-01  8.484e-03   6.1e-05  3.4e-06  2.0e+04  8.6e+01
  5900  2.56073e-03  1.277e-01  8.463e-03   6.1e-05  3.4e-06  2.0e+04  7.9e+01
  5910  2.33748e-03  1.275e-01  8.441e-03   6.1e-05  3.4e-06  2.0e+04  5.8e+01
 
   itn      x(1)       norm r    norm Ar  compatible   LS      norm A   cond A
  5920  2.14295e-03  1.273e-01  8.423e-03   6.1e-05  3.4e-06  2.0e+04  8.2e+01
  5930  1.93379e-03  1.271e-01  8.402e-03   6.1e-05  3.4e-06  2.0e+04  1.0e+02
  5940  1.71811e-03  1.269e-01  8.382e-03   6.1e-05  3.4e-06  2.0e+04  6.7e+01
  5950  1.51142e-03  1.267e-01  8.362e-03   6.1e-05  3.4e-06  2.0e+04  6.6e+01
  5960  1.31650e-03  1.265e-01  8.343e-03   6.0e-05  3.4e-06  2.0e+04  9.1e+01
  5970  1.11547e-03  1.263e-01  8.324e-03   6.0e-05  3.4e-06  2.0e+04  9.6e+01
  5980  9.03683e-04  1.261e-01  8.304e-03   6.0e-05  3.3e-06  2.0e+04  6.6e+01
  5990  7.20309e-04  1.260e-01  8.286e-03   6.0e-05  3.3e-06  2.0e+04  7.7e+01
  6000  5.27998e-04  1.258e-01  8.268e-03   6.0e-05  3.3e-06  2.0e+04  9.0e+01
  6010  3.28800e-04  1.256e-01  8.250e-03   6.0e-05  3.3e-06  2.0e+04  8.2e+01
  6020  1.30766e-04  1.254e-01  8.231e-03   6.0e-05  3.3e-06  2.0e+04  7.3e+01
  6030 -6.93572e-05  1.252e-01  8.212e-03   6.0e-05  3.3e-06  2.0e+04  7.0e+01
  6040 -2.53637e-04  1.250e-01  8.195e-03   6.0e-05  3.3e-06  2.0e+04  9.9e+01
  6050 -4.45189e-04  1.248e-01  8.178e-03   6.0e-05  3.3e-06  2.0e+04  8.3e+01
  6060 -6.31765e-04  1.246e-01  8.160e-03   6.0e-05  3.3e-06  2.0e+04  6.7e+01
  6070 -8.21716e-04  1.245e-01  8.143e-03   5.9e-05  3.3e-06  2.0e+04  8.3e+01
  6080 -1.00096e-03  1.243e-01  8.126e-03   5.9e-05  3.3e-06  2.0e+04  9.6e+01
  6090 -1.19989e-03  1.241e-01  8.108e-03   5.9e-05  3.3e-06  2.0e+04  7.8e+01
  6100 -1.38491e-03  1.239e-01  8.092e-03   5.9e-05  3.3e-06  2.0e+04  9.2e+01
  6110 -1.56568e-03  1.237e-01  8.075e-03   5.9e-05  3.3e-06  2.0e+04  1.1e+02
 
   itn      x(1)       norm r    norm Ar  compatible   LS      norm A   cond A
  6120 -1.76476e-03  1.235e-01  8.057e-03   5.9e-05  3.3e-06  2.0e+04  9.3e+01
  6130 -1.94214e-03  1.234e-01  8.041e-03   5.9e-05  3.3e-06  2.0e+04  8.5e+01
  6140 -2.12970e-03  1.232e-01  8.025e-03   5.9e-05  3.3e-06  2.0e+04  7.3e+01
  6150 -2.30488e-03  1.230e-01  8.009e-03   5.9e-05  3.3e-06  2.0e+04  1.1e+02
  6160 -2.49698e-03  1.228e-01  7.992e-03   5.9e-05  3.3e-06  2.0e+04  9.1e+01
  6170 -2.67599e-03  1.227e-01  7.976e-03   5.9e-05  3.3e-06  2.0e+04  8.1e+01
  6180 -2.85649e-03  1.225e-01  7.961e-03   5.8e-05  3.3e-06  2.0e+04  8.2e+01
  6190 -3.03945e-03  1.223e-01  7.945e-03   5.8e-05  3.2e-06  2.0e+04  1.1e+02
  6200 -3.22421e-03  1.221e-01  7.928e-03   5.8e-05  3.2e-06  2.0e+04  9.4e+01
  6210 -3.40874e-03  1.219e-01  7.912e-03   5.8e-05  3.2e-06  2.0e+04  7.5e+01
  6220 -3.59243e-03  1.218e-01  7.897e-03   5.8e-05  3.2e-06  2.0e+04  8.1e+01
  6230 -3.77657e-03  1.216e-01  7.881e-03   5.8e-05  3.2e-06  2.0e+04  9.7e+01
  6240 -3.96345e-03  1.214e-01  7.865e-03   5.8e-05  3.2e-06  2.0e+04  9.1e+01
  6250 -4.15158e-03  1.212e-01  7.849e-03   5.8e-05  3.2e-06  2.0e+04  7.3e+01
  6260 -4.33285e-03  1.210e-01  7.833e-03   5.8e-05  3.2e-06  2.0e+04  8.7e+01
  6270 -4.52989e-03  1.208e-01  7.817e-03   5.8e-05  3.2e-06  2.0e+04  8.1e+01
  6280 -4.71268e-03  1.206e-01  7.801e-03   5.8e-05  3.2e-06  2.0e+04  7.8e+01
  6290 -4.89554e-03  1.205e-01  7.786e-03   5.8e-05  3.2e-06  2.0e+04  7.8e+01
  6300 -5.08720e-03  1.203e-01  7.770e-03   5.7e-05  3.2e-06  2.0e+04  8.0e+01
  6310 -5.26902e-03  1.201e-01  7.755e-03   5.7e-05  3.2e-06  2.0e+04  9.2e+01
 
   itn      x(1)       norm r    norm Ar  compatible   LS      norm A   cond A
  6320 -5.45999e-03  1.199e-01  7.739e-03   5.7e-05  3.2e-06  2.0e+04  8.1e+01
  6330 -5.65344e-03  1.197e-01  7.723e-03   5.7e-05  3.2e-06  2.0e+04  8.2e+01
  6340 -5.83845e-03  1.195e-01  7.708e-03   5.7e-05  3.2e-06  2.0e+04  9.4e+01
  6350 -6.03261e-03  1.193e-01  7.692e-03   5.7e-05  3.2e-06  2.0e+04  9.5e+01
  6360 -6.22671e-03  1.191e-01  7.676e-03   5.7e-05  3.2e-06  2.0e+04  7.9e+01
  6370 -6.41864e-03  1.189e-01  7.660e-03   5.7e-05  3.2e-06  2.0e+04  9.3e+01
  6380 -6.61142e-03  1.187e-01  7.645e-03   5.7e-05  3.2e-06  2.0e+04  1.1e+02
  6390 -6.82103e-03  1.185e-01  7.628e-03   5.7e-05  3.2e-06  2.0e+04  9.0e+01
  6400 -7.01965e-03  1.183e-01  7.612e-03   5.7e-05  3.2e-06  2.0e+04  7.6e+01
  6410 -7.21544e-03  1.181e-01  7.596e-03   5.6e-05  3.2e-06  2.0e+04  7.2e+01
  6420 -7.42341e-03  1.179e-01  7.579e-03   5.6e-05  3.2e-06  2.0e+04  1.0e+02
  6430 -7.62726e-03  1.177e-01  7.563e-03   5.6e-05  3.1e-06  2.0e+04  8.0e+01
  6440 -7.83768e-03  1.175e-01  7.546e-03   5.6e-05  3.1e-06  2.0e+04  7.1e+01
  6450 -8.03921e-03  1.173e-01  7.530e-03   5.6e-05  3.1e-06  2.0e+04  8.2e+01
  6460 -8.24940e-03  1.171e-01  7.514e-03   5.6e-05  3.1e-06  2.0e+04  7.7e+01
  6470 -8.46180e-03  1.169e-01  7.497e-03   5.6e-05  3.1e-06  2.0e+04  7.2e+01
  6480 -8.67690e-03  1.167e-01  7.480e-03   5.6e-05  3.1e-06  2.0e+04  6.1e+01
  6490 -8.88202e-03  1.165e-01  7.464e-03   5.6e-05  3.1e-06  2.0e+04  9.6e+01
  6500 -9.09792e-03  1.163e-01  7.447e-03   5.6e-05  3.1e-06  2.1e+04  8.9e+01
  6510 -9.32455e-03  1.160e-01  7.430e-03   5.5e-05  3.1e-06  2.1e+04  6.3e+01
 
   itn      x(1)       norm r    norm Ar  compatible   LS      norm A   cond A
  6520 -9.53075e-03  1.158e-01  7.414e-03   5.5e-05  3.1e-06  2.1e+04  8.3e+01
  6530 -9.75076e-03  1.156e-01  7.397e-03   5.5e-05  3.1e-06  2.1e+04  9.3e+01
